@relation relationship 
-1.0,-1.0,-1.0,1.0,1.0,0.999994,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.811447,-0.993418,1.0,0.999982,1.0,0.992529,-1.0,1.0,-1.0,-1.0,0.999999,0.999231,1.0,-1.0,1.0,-0.997788,-1.0,0.968276,0.996675,-0.998499,0.980763,0.999998,-1.0,0.999059,1.0,-1.0,-1.0,-0.799261,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999968,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.915956,1.0,-0.991947,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999629,1.0,0.805365,1.0,-0.999975,-1.0,-1.0,0.92111,1.0,-1.0,-1.0,-0.954278,0.999774,-0.079639,-1.0,-0.999999,1.0,1.0,-1.0,0.0393634,-1.0,1.0,-1.0,-1.0,-0.962468,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.926131,1.0,-0.993718,1.0,-1.0,1.0,0.945929,-0.999755,1.0,1.0,1.0,-1.0,0.999996,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.951111,-1.0,1.0,1.0,0.999902,1.0,-1.0,1.0,0.997891,-1.0,1.0,1.0,1.0,1.0,0.977763,-1.0,-1.0,1.0,-1.0,-1.0,-0.999867,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999857,-1.0,-0.993474,0.999835,-1.0,-1.0,-0.999896,1.0,-0.0727469,-1.0,1.0,-1.0,0.999988,1.0,-0.999953,1.0,1.0,0.999935,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,0.114464,1.0,-1.0,-1.0,0.999844,-1.0,1.0,-1.0,-0.686063,1.0,-1.0,1.0,1.0,-0.999999,1.0,-1.0,1.0,0.999996,1.0,1.0,0.960398,-0.999865,1.0,1.0,-1.0,0.884434,1.0,-1.0,-1.0,0.999993,1.0,1.0,1.0,-1.0,0.970178,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.998611,0.989897,1.0,-1.0,0.975794,-0.99779,-1.0,-0.999997,0.999986,-1.0,1.0,-1.0,-0.999947,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,1,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.352668,-0.970501,1.0,-0.277948,1.0,0.958397,-1.0,1.0,-1.0,-1.0,1.0,-0.999647,1.0,-1.0,1.0,0.0481953,-0.997207,1.0,0.996605,-0.985549,0.999966,0.999612,-1.0,-0.814894,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999987,1.0,-1.0,-1.0,-1.0,-0.999999,-1.0,1.0,1.0,1.0,-0.999952,1.0,-0.919664,-1.0,1.0,-1.0,-0.993105,-1.0,1.0,-1.0,-0.999998,-1.0,1.0,0.413083,0.986128,-0.96239,1.0,-0.98895,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.112188,-0.56258,0.999999,-1.0,-0.999119,0.999999,1.0,-1.0,0.989898,-0.999983,1.0,-1.0,-1.0,-0.995309,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999954,0.984499,0.999984,-0.985729,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.676737,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.630052,0.683722,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.999996,-1.0,-0.999999,1.0,-1.0,-1.0,-0.973386,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.999994,-1.0,-1.0,-0.998254,1.0,0.829592,0.399152,1.0,-1.0,0.999368,1.0,-1.0,1.0,1.0,0.999997,1.0,1.0,1.0,1.0,1.0,1.0,0.832715,0.989378,1.0,-1.0,-1.0,-0.803346,-1.0,1.0,-1.0,-0.930373,1.0,-1.0,1.0,1.0,-0.999994,1.0,-1.0,1.0,0.829493,1.0,1.0,-0.989637,-0.999998,1.0,1.0,-1.0,-0.427055,1.0,-0.999921,-1.0,0.999987,1.0,1.0,1.0,-1.0,0.998491,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.782771,0.995676,-0.999582,-1.0,0.999982,-1.0,-1.0,0.579997,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999895,-1.0,-1.0,0.61791,1,0,1,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999996,-1.0,1.0,0.999999,0.922613,-1.0,0.997343,0.999973,1.0,0.971115,1.0,-0.994519,0.999908,1.0,-0.999975,-1.0,1.0,0.999949,1.0,-1.0,1.0,-0.882593,-1.0,1.0,0.99999,-1.0,-0.966767,-0.932309,-1.0,1.0,1.0,0.999723,-1.0,-0.999999,1.0,-1.0,-1.0,-0.996874,0.999994,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.95716,1.0,-1.0,-1.0,-1.0,-1.0,-0.999999,1.0,1.0,1.0,-0.999641,0.999998,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.99979,0.999892,-0.498969,1.0,-0.994497,-0.99994,-1.0,-0.951384,1.0,-1.0,-0.274918,0.999369,-0.994758,1.0,-1.0,0.999968,-0.899953,1.0,-1.0,0.999185,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999835,1.0,1.0,-1.0,-1.0,-1.0,0.934534,0.862768,0.999804,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.996354,-0.999951,0.999313,0.566136,1.0,0.999995,1.0,-1.0,-1.0,1.0,-0.718567,-1.0,1.0,1.0,-1.0,0.834203,-1.0,1.0,0.969784,-1.0,1.0,1.0,1.0,1.0,0.622246,-0.982395,-1.0,-0.177117,-1.0,-1.0,-1.0,1.0,-1.0,0.640706,1.0,1.0,1.0,1.0,-1.0,0.930135,1.0,-1.0,-1.0,-0.637674,0.978399,-0.974423,-0.986679,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999991,0.999992,1.0,1.0,1.0,1.0,1.0,1.0,0.999295,-0.522753,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.00545496,1.0,-1.0,1.0,1.0,-0.962164,1.0,1.0,1.0,-0.999317,1.0,-1.0,-0.983231,-0.359897,1.0,1.0,-1.0,-0.999699,0.982815,-0.999999,-1.0,-0.999999,1.0,1.0,1.0,-1.0,-1.0,0.999076,-1.0,1.0,-1.0,-1.0,-1.0,-0.997535,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.999164,-1.0,-1.0,0.987463,-0.999992,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.803208,1.0,1.0,0.706625,-1.0,-1.0,-1.0,-1.0,-1.0,0.999813,1,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0361287,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.564985,1.0,-0.990773,1.0,-1.0,-0.999986,0.999992,-0.999565,-1.0,1.0,1.0,0.983546,-1.0,1.0,-1.0,-0.998905,1.0,-1.0,0.998538,-1.0,-0.945973,-1.0,1.0,1.0,-0.999991,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.4383,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999406,1.0,-1.0,-1.0,-1.0,0.999952,-1.0,1.0,1.0,1.0,-1.0,1.0,0.67379,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.875038,1.0,-0.98392,-0.999999,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999831,-0.477295,-1.0,0.998978,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.0230042,1.0,1.0,1.0,1.0,-1.0,-0.999866,-1.0,-0.999999,1.0,0.999948,1.0,-1.0,1.0,-0.999148,1.0,1.0,1.0,1.0,0.999999,-0.999904,0.993886,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.245039,-1.0,1.0,-0.95273,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999792,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.997039,-1.0,-1.0,0.999916,-1.0,-1.0,-0.999771,1.0,-0.990774,-0.999999,1.0,-1.0,-0.999973,1.0,-0.99991,1.0,1.0,0.999999,1.0,1.0,0.999565,1.0,1.0,1.0,-0.997114,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999966,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.955475,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.431232,-0.992317,-1.0,-1.0,-0.999972,1.0,1.0,1.0,-1.0,-0.999832,-0.992994,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.999961,0.99999,1.0,-1.0,0.99767,-0.999887,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999997,1.0,1.0,-0.995547,-0.904218,-1.0,-1.0,-0.948246,-0.999921,0.999998,0,0,0,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993512,-1.0,1.0,0.999201,0.999838,-1.0,0.864471,-0.9993,1.0,1.0,1.0,-0.818498,1.0,1.0,-0.923138,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999998,1.0,1.0,-0.998496,-1.0,-0.997221,-1.0,1.0,1.0,1.0,-1.0,-0.999997,1.0,-1.0,-1.0,-0.998799,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999968,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.841796,-0.399368,-1.0,-1.0,1.0,-1.0,0.962248,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.978723,0.999639,1.0,-0.999826,-1.0,-1.0,0.990868,1.0,-1.0,0.999993,-0.999879,0.99872,1.0,-1.0,0.995187,0.994964,1.0,-1.0,0.999909,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999978,1.0,1.0,-1.0,-0.999995,-1.0,0.999998,0.999933,-0.999932,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.999701,0.622286,-0.612014,-0.999997,1.0,0.999976,1.0,-1.0,-1.0,1.0,-0.9992,-1.0,1.0,1.0,-1.0,-0.999994,-1.0,1.0,-0.896006,-1.0,1.0,1.0,1.0,1.0,-0.999332,-0.906565,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.936679,0.999999,-1.0,-1.0,-0.991321,1.0,0.999967,-0.999999,1.0,-0.990535,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999975,0.99998,1.0,-1.0,-1.0,0.0605531,-1.0,1.0,-1.0,0.997421,1.0,-1.0,1.0,1.0,-0.753128,1.0,0.999884,1.0,0.942899,1.0,-1.0,-0.984224,-1.0,1.0,1.0,-1.0,-1.0,0.999829,-1.0,-1.0,-0.895924,1.0,1.0,1.0,-1.0,-1.0,0.999994,-1.0,1.0,-1.0,-1.0,-1.0,-0.999995,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.973599,-1.0,-0.999872,-0.498977,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999392,1.0,1.0,0.999979,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999794,-1.0,1.0,1.0,-1.0,-1.0,0.999021,-0.999977,1.0,-0.390323,1.0,1.0,-0.996252,0.999998,-0.999999,-1.0,0.999779,0.999961,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.999985,-0.999995,-0.998051,0.999995,-1.0,1.0,1.0,-0.99982,-1.0,0.993485,1.0,-1.0,-1.0,-1.0,0.999998,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.968894,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999701,0.992495,0.789393,1.0,-1.0,-1.0,-1.0,0.999996,1.0,-1.0,-1.0,-0.881567,-0.999319,1.0,-1.0,-0.11609,0.363024,1.0,-1.0,-0.996405,-1.0,0.999993,-1.0,-1.0,1.0,-1.0,1.0,0.99996,1.0,1.0,-1.0,-1.0,-1.0,-0.998454,1.0,0.941103,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.999998,1.0,-1.0,1.0,-0.895581,1.0,-1.0,-1.0,1.0,-0.999749,-1.0,1.0,1.0,0.999888,-1.0,-1.0,1.0,0.830136,-1.0,1.0,1.0,1.0,1.0,-0.401081,-0.999966,-1.0,-0.999999,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.999432,1.0,-1.0,-1.0,1.0,-0.995725,0.999799,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.901722,0.999973,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999988,1.0,-1.0,1.0,1.0,0.997443,1.0,-0.999451,1.0,0.99965,1.0,0.999362,-1.0,0.999974,1.0,1.0,-1.0,0.94198,0.999993,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.998876,0.956757,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999925,0.151889,0.999081,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.999201,-0.996615,-1.0,-1.0,0.636199,-1.0,0.657637,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,0.999192,1.0,1.0,1.0,1.0,0.999995,1.0,1.0,-1.0,-1.0,0.48359,1.0,1.0,-1.0,1.0,0.999998,-0.999999,0.999118,-0.985509,-1.0,1.0,-0.969294,1.0,-1.0,1.0,-1.0,-0.999995,1.0,-0.144589,-0.999559,-1.0,-0.998424,-1.0,1.0,1.0,-0.999808,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.996913,1.0,-0.999997,1.0,-1.0,-1.0,1.0,-0.999996,-0.674109,-1.0,1.0,-1.0,-0.996515,-1.0,1.0,0.941391,-1.0,-0.992329,1.0,0.699183,-0.999472,-1.0,-1.0,1.0,-1.0,0.879542,1.0,-0.999999,1.0,-1.0,0.645971,-1.0,1.0,-1.0,-0.999999,-0.882906,0.999994,-1.0,-1.0,1.0,-1.0,1.0,-0.32206,1.0,1.0,-1.0,-1.0,-1.0,0.999984,1.0,0.741654,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.999999,-0.999986,1.0,-0.738586,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.521444,-1.0,1.0,1.0,-0.999112,-0.999561,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.999889,1.0,0.999995,0.833233,-1.0,1.0,-1.0,-1.0,0.99999,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999834,-0.99967,-1.0,-0.999989,1.0,-1.0,1.0,1.0,-1.0,1.0,0.69181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.628509,1.0,-1.0,-0.99999,-0.998733,-1.0,1.0,-1.0,-0.999689,1.0,-1.0,1.0,1.0,0.993224,1.0,0.725924,1.0,1.0,1.0,1.0,-1.0,0.999901,1.0,0.989184,-1.0,-0.962043,0.732865,-0.0509416,-1.0,-1.0,1.0,1.0,0.675756,-1.0,-0.999974,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999997,0.326418,-1.0,-1.0,1.0,-1.0,-1.0,0.999994,1.0,-1.0,1.0,-1.0,-0.999842,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.971809,-1.0,1.0,0.998401,-1.0,-1.0,1.0,-1.0,1.0,0.99469,1.0,-1.0,-0.976039,0.999984,-1.0,-1.0,0.995223,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.999981,-0.999964,-0.999996,1.0,-1.0,0.995294,1.0,-0.999688,-1.0,1.0,1.0,-1.0,-1.0,0.993146,1.0,-1.0,-0.999934,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.001663,1.0,-1.0,-1.0,-1.0,-0.17982,-1.0,1.0,1.0,1.0,-1.0,0.999747,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.911046,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999683,-0.999764,-1.0,-0.994155,1.0,1.0,-1.0,0.964009,-0.999993,0.999998,-1.0,-1.0,1.0,-0.997635,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.99498,-0.999861,1.0,1.0,1.0,1.0,0.117763,0.999661,-1.0,1.0,-0.999992,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.999884,0.975653,-1.0,-0.888022,-1.0,-1.0,0.99079,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999998,-1.0,-1.0,0.999999,-1.0,-1.0,-0.910596,1.0,0.866285,-1.0,1.0,-0.999996,0.680463,1.0,0.999954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.998514,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.995979,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.99964,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.999999,1.0,1.0,-1.0,-0.910931,-0.989318,-1.0,-1.0,1.0,0.813842,1.0,-1.0,-0.999653,1.0,1.0,0.997003,-0.999946,-1.0,-1.0,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999998,1.0,1.0,-1.0,-1.0,0.997251,-1.0,1.0,-1.0,1.0,-1.0,-0.561511,0.999046,-1.0,-1.0,-0.992915,1.0,1.0,-1.0,1.0,-1.0,-0.999995,-0.999125,0.971816,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.999978,-1.0,1.0,0.99989,-1.0,-1.0,1.0,1.0,-1.0,0.987439,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999901,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.999999,1.0,1.0,-1.0,1.0,-1.0,-0.951882,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.998923,-1.0,1.0,1.0,-1.0,-0.847073,0.999977,-1.0,0.999093,-1.0,-0.983058,0.999966,1.0,-1.0,-0.99996,-1.0,0.531715,-1.0,-1.0,1.0,-1.0,1.0,0.999974,1.0,1.0,-1.0,-1.0,-1.0,-0.995588,1.0,-0.979522,1.0,-1.0,1.0,-0.999956,-0.964761,1.0,1.0,1.0,0.812285,-1.0,0.955359,-0.848628,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.735103,-1.0,1.0,1.0,1.0,0.129269,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.999989,-0.999056,-1.0,0.999998,-1.0,-1.0,-0.959605,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.333194,1.0,-1.0,-1.0,-0.999607,0.999977,0.161302,-1.0,1.0,-1.0,-0.999998,1.0,0.986167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999985,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.998288,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.999866,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999998,-1.0,-1.0,-0.999589,1.0,1.0,1.0,-1.0,-0.998984,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.563025,1.0,1.0,-1.0,0.999999,0.389585,-1.0,-0.999808,0.49114,-1.0,0.999999,-1.0,0.611108,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,0,0,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.999981,1.0,0.461797,-1.0,0.999975,0.999997,-0.865385,-1.0,1.0,-0.929785,1.0,0.854439,-0.895321,-0.993103,1.0,0.998496,-0.999833,-1.0,1.0,0.355245,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.999999,-1.0,0.929455,-1.0,-0.999928,1.0,1.0,1.0,-1.0,-0.999615,1.0,-1.0,-1.0,-1.0,0.984664,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999756,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999997,-1.0,-1.0,1.0,-1.0,-0.99646,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999999,1.0,0.748479,1.0,-0.657724,-0.999999,-1.0,0.999939,1.0,-1.0,0.0961319,-0.903586,-0.99626,1.0,-1.0,0.997603,0.999965,1.0,-1.0,1.0,-0.999993,0.99998,-1.0,-1.0,1.0,-0.999996,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.962301,0.999999,0.99997,0.998826,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.92676,-0.602519,1.0,-0.824172,1.0,0.999993,1.0,-1.0,-1.0,1.0,-0.999573,-1.0,1.0,1.0,-1.0,0.999733,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.999999,1.0,-0.999996,0.999907,-1.0,0.986778,-1.0,-1.0,0.993553,1.0,-1.0,0.998301,1.0,1.0,1.0,1.0,-1.0,0.785038,0.999983,-1.0,-1.0,-0.99758,1.0,0.72595,-1.0,1.0,-0.999851,1.0,1.0,-1.0,1.0,-0.999387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999998,0.969288,1.0,-1.0,-1.0,-0.999944,-1.0,1.0,-1.0,-0.99984,1.0,-1.0,1.0,1.0,0.358845,1.0,0.999997,1.0,-0.471246,1.0,-0.999989,-1.0,1.0,1.0,1.0,-1.0,0.986509,0.999689,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.996318,-1.0,1.0,-1.0,-1.0,-1.0,-0.999983,-1.0,-1.0,-1.0,-1.0,-1.0,0.998951,1.0,-0.983774,-1.0,-1.0,-1.0,-1.0,-1.0,0.99997,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.997135,-1.0,-1.0,-0.999925,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.727204,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999951,1.0,-1.0,-0.999999,-0.999969,-1.0,-1.0,0.999988,0.999999,1.0,-1.0,1.0,-1.0,-1.0,0.170914,0.843275,-0.999952,0.974621,1.0,-1.0,1.0,1.0,-0.997949,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.273678,1.0,-1.0,-1.0,-1.0,-0.999987,-1.0,1.0,1.0,1.0,-0.999997,0.999994,-0.995482,-1.0,1.0,-1.0,0.999958,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999828,1.0,-1.0,1.0,-0.964021,-0.999992,-1.0,1.0,1.0,-1.0,0.875264,0.999998,-1.0,0.910174,-1.0,0.608645,1.0,1.0,-1.0,0.987437,-0.161841,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999898,-1.0,0.999207,-0.999984,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999491,-0.573825,0.893309,0.988863,1.0,-0.901933,1.0,-1.0,-1.0,1.0,-0.1212,-1.0,1.0,1.0,-0.999999,0.997667,-1.0,1.0,0.711528,-1.0,1.0,1.0,1.0,1.0,-0.999999,-0.99999,-1.0,-0.680562,-1.0,-1.0,0.997786,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.999999,-1.0,-1.0,0.825807,0.999996,0.999823,-0.999999,1.0,-0.999988,0.999996,1.0,-0.712552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999315,1.0,1.0,-1.0,-1.0,-0.982641,-1.0,1.0,-1.0,-0.906526,1.0,-1.0,1.0,1.0,-0.999991,1.0,-0.329431,1.0,0.99998,1.0,-0.319851,-1.0,-0.435394,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.991291,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.999849,1.0,0.999998,-1.0,-0.998341,-1.0,-1.0,-1.0,-0.999093,-1.0,1.0,-1.0,-0.999903,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,0,0,0,0,1
